Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Kohl's;1197831;24/09/2021;South;Texas;Dallas;Women's Street Footwear;35.00;332;11620.00;546.14;0.47;Outlet
Kohl's;1197831;25/09/2021;South;Texas;Dallas;Women's Athletic Footwear;38.00;158;6004.00;324.22;0.54;Outlet
Kohl's;1197831;26/09/2021;South;Texas;Dallas;Men's Apparel;43.00;158;6794.00;278.55;0.41;Outlet
Kohl's;1197831;27/09/2021;South;Texas;Dallas;Women's Apparel;43.00;240;10320.00;619.20;0.6;Outlet
Kohl's;1197831;28/09/2021;South;Texas;Dallas;Men's Street Footwear;38.00;232;8816.00;405.54;0.46;Outlet
Kohl's;1197831;29/09/2021;South;Texas;Dallas;Men's Athletic Footwear;38.00;203;7714.00;362.56;0.47;Outlet
Kohl's;1197831;30/09/2021;South;Texas;Dallas;Women's Street Footwear;47.00;254;11938.00;537.21;0.45;Outlet
Kohl's;1197831;01/10/2021;South;Texas;Dallas;Women's Athletic Footwear;41.00;135;5535.00;304.43;0.55;Outlet
Kohl's;1197831;02/10/2021;South;Texas;Dallas;Men's Apparel;37.00;149;5513.00;220.52;0.4;Outlet
Kohl's;1197831;03/10/2021;South;Texas;Dallas;Women's Apparel;33.00;236;7788.00;459.49;0.59;Outlet
Kohl's;1197831;04/10/2021;South;Texas;Dallas;Men's Street Footwear;30.00;213;6390.00;281.16;0.44;Outlet
Kohl's;1197831;05/10/2021;South;Texas;Dallas;Men's Athletic Footwear;29.00;219;6351.00;298.50;0.47;Outlet
Kohl's;1197831;06/10/2021;South;Texas;Dallas;Women's Street Footwear;32.00;190;6080.00;267.52;0.44;Outlet
Kohl's;1197831;07/10/2021;South;Texas;Dallas;Women's Athletic Footwear;30.00;145;4350.00;234.90;0.54;Outlet
Kohl's;1197831;08/10/2021;South;Texas;Dallas;Men's Apparel;30.00;128;3840.00;153.60;0.4;Outlet
Kohl's;1197831;09/10/2021;South;Texas;Dallas;Women's Apparel;39.00;190;7410.00;429.78;0.58;Outlet
Kohl's;1197831;10/10/2021;South;Texas;Dallas;Men's Street Footwear;31.00;225;6975.00;299.93;0.43;Outlet
Kohl's;1197831;11/10/2021;South;Texas;Dallas;Men's Athletic Footwear;27.00;218;5886.00;264.87;0.45;Outlet
Kohl's;1197831;12/10/2021;South;Texas;Dallas;Women's Street Footwear;51.00;228;11628.00;511.63;0.44;Outlet
Kohl's;1197831;13/10/2021;South;Texas;Dallas;Women's Athletic Footwear;50.00;160;8000.00;416.00;0.52;Outlet
Kohl's;1197831;14/10/2021;South;Texas;Dallas;Men's Apparel;46.00;162;7452.00;290.63;0.39;Outlet
Kohl's;1197831;15/10/2021;South;Texas;Dallas;Women's Apparel;51.00;236;12036.00;734.20;0.61;Outlet
Kohl's;1197831;16/10/2021;South;Texas;Dallas;Men's Street Footwear;46.00;281;12926.00;607.52;0.47;Outlet
Kohl's;1197831;17/10/2021;South;Texas;Dallas;Men's Athletic Footwear;39.00;248;9672.00;406.22;0.42;Outlet
Kohl's;1197831;18/10/2021;South;Texas;Dallas;Women's Street Footwear;46.00;239;10994.00;483.74;0.44;Outlet
Kohl's;1197831;19/10/2021;South;Texas;Dallas;Women's Athletic Footwear;44.00;190;8360.00;468.16;0.56;Outlet
Kohl's;1197831;20/10/2021;South;Texas;Dallas;Men's Apparel;47.00;168;7896.00;292.15;0.37;Outlet
Kohl's;1197831;21/10/2021;South;Texas;Dallas;Women's Apparel;54.00;256;13824.00;829.44;0.6;Outlet
Kohl's;1185732;22/10/2021;South;Texas;Dallas;Men's Street Footwear;34.00;128;4352.00;269.82;0.62;Outlet
Kohl's;1185732;23/10/2021;South;Texas;Dallas;Men's Athletic Footwear;34.00;68;2312.00;90.17;0.39;Outlet
Kohl's;1185732;24/10/2021;South;Texas;Dallas;Women's Street Footwear;28.00;72;2016.00;84.67;0.42;Outlet
Kohl's;1185732;25/10/2021;South;Texas;Dallas;Women's Athletic Footwear;28.00;23;644.00;27.69;0.43;Outlet
Kohl's;1185732;26/10/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;42.00;41;1722.00;70.60;0.41;Outlet
Kohl's;1185732;27/10/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;32.00;70;2240.00;76.16;0.34;Outlet
Kohl's;1185732;28/10/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;32.00;166;5312.00;318.72;0.6;Outlet
Kohl's;1185732;29/10/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;32.00;44;1408.00;56.32;0.4;Outlet
Kohl's;1185732;30/10/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;25.00;54;1350.00;60.75;0.45;Outlet
Kohl's;1185732;31/10/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;28.00;17;476.00;19.99;0.42;Outlet
Kohl's;1185732;01/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;39.00;40;1560.00;57.72;0.37;Outlet
Kohl's;1185732;02/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;30.00;74;2220.00;77.70;0.35;Outlet
Kohl's;1185732;03/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;39.00;156;6084.00;352.87;0.58;Outlet
Kohl's;1185732;04/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;33.00;53;1749.00;64.71;0.37;Outlet
Kohl's;1185732;05/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;29.00;58;1682.00;75.69;0.45;Outlet
Kohl's;1185732;06/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;32.00;8;256.00;11.26;0.44;Outlet
Kohl's;1185732;07/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;41.00;24;984.00;33.46;0.34;Outlet
Kohl's;1185732;08/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;38.00;61;2318.00;71.86;0.31;Outlet
Kohl's;1185732;09/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;35.00;140;4900.00;279.30;0.57;Outlet
Kohl's;1185732;10/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;37.00;51;1887.00;60.38;0.32;Outlet
Kohl's;1185732;11/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;27.00;51;1377.00;57.83;0.42;Outlet
Kohl's;1185732;12/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;36.00;24;864.00;32.83;0.38;Outlet
Kohl's;1185732;13/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;45.00;26;1170.00;43.29;0.37;Outlet
Kohl's;1185732;14/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;39.00;64;2496.00;67.39;0.27;Outlet
Kohl's;1185732;15/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;44.00;150;6600.00;343.20;0.52;Outlet
Kohl's;1185732;16/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;40.00;54;2160.00;71.28;0.33;Outlet
Kohl's;1185732;17/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;38.00;53;2014.00;74.52;0.37;Outlet
Kohl's;1185732;18/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;42.00;34;1428.00;57.12;0.4;Outlet
Kohl's;1185732;19/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;51.00;39;1989.00;73.59;0.37;Outlet
Kohl's;1185732;20/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;51.00;78;3978.00;147.19;0.37;Outlet
Kohl's;1185732;21/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;49.00;170;8330.00;474.81;0.57;Outlet
Kohl's;1185732;22/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;41.00;85;3485.00;135.92;0.39;Outlet
Kohl's;1185732;23/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;42.00;54;2268.00;97.52;0.43;Outlet
Kohl's;1185732;24/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;43.00;53;2279.00;107.11;0.47;Outlet
Kohl's;1185732;25/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;43.00;48;2064.00;86.69;0.42;Outlet
Kohl's;1185732;26/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;52.00;105;5460.00;191.10;0.35;Outlet
Kohl's;1185732;27/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;49.00;175;8575.00;488.78;0.57;Outlet
Kohl's;1185732;28/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;45.00;99;4455.00;173.75;0.39;Outlet
Kohl's;1185732;29/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;43.00;72;3096.00;133.13;0.43;Outlet
Kohl's;1185732;30/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;39.00;56;2184.00;102.65;0.47;Outlet
Kohl's;1185732;01/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;50.00;64;3200.00;128.00;0.4;Outlet
Kohl's;1185732;02/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;50.00;116;5800.00;208.80;0.36;Outlet
Kohl's;1185732;03/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;51.00;179;9129.00;529.48;0.58;Outlet
Kohl's;1185732;04/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;44.00;102;4488.00;188.50;0.42;Outlet
Kohl's;1185732;05/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;38.00;79;3002.00;141.09;0.47;Outlet
Kohl's;1185732;06/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;43.00;62;2666.00;122.64;0.46;Outlet
Kohl's;1185732;07/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;46.00;54;2484.00;96.88;0.39;Outlet
Kohl's;1185732;08/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;49.00;123;6027.00;216.97;0.36;Outlet
Kohl's;1185732;09/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;46.00;162;7452.00;387.50;0.52;Outlet
Kohl's;1185732;10/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;40.00;91;3640.00;123.76;0.34;Outlet
Kohl's;1185732;11/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;32.00;60;1920.00;76.80;0.4;Outlet
Kohl's;1185732;12/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;32.00;53;1696.00;69.54;0.41;Outlet
Kohl's;1185732;13/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;36.00;41;1476.00;50.18;0.34;Outlet
Kohl's;1185732;14/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;48.00;79;3792.00;117.55;0.31;Outlet
Kohl's;1185732;15/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;47.00;124;5828.00;308.88;0.53;Outlet
Kohl's;1185732;16/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;35.00;68;2380.00;76.16;0.32;Outlet
Kohl's;1185732;17/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;38.00;38;1444.00;54.87;0.38;Outlet
Kohl's;1185732;18/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;40.00;34;1360.00;51.68;0.38;Outlet
Kohl's;1185732;19/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;43.00;30;1290.00;42.57;0.33;Outlet
Kohl's;1185732;20/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;42.00;74;3108.00;99.46;0.32;Outlet
Kohl's;1185732;21/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;48.00;124;5952.00;357.12;0.6;Outlet
Kohl's;1185732;22/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;43.00;68;2924.00;122.81;0.42;Outlet
Kohl's;1185732;23/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;47.00;66;3102.00;136.49;0.44;Outlet
Kohl's;1185732;24/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;43.00;60;2580.00;118.68;0.46;Outlet
Kohl's;1185732;25/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;51.00;48;2448.00;95.47;0.39;Outlet
Kohl's;1185732;26/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;53.00;75;3975.00;143.10;0.36;Outlet
Kohl's;1185732;27/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;53.00;143;7579.00;462.32;0.61;Outlet
Kohl's;1185732;28/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;47.00;85;3995.00;163.80;0.41;Outlet
Kohl's;1185732;29/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;44.00;79;3476.00;152.94;0.44;Outlet
Kohl's;1185732;30/12/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;40.00;53;2120.00;95.40;0.45;Outlet
Kohl's;1185732;31/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;46.00;56;2576.00;100.46;0.39;Outlet
Kohl's;1185732;01/01/2020;Northeast;Pennsylvania;Philadelphia;Women's Apparel;53.00;83;4399.00;140.77;0.32;Outlet
Kohl's;1128299;02/01/2020;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;27.00;158;4266.00;179.17;0.42;Outlet
Kohl's;1128299;03/01/2020;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;35.00;135;4725.00;146.48;0.31;Outlet
Kohl's;1128299;04/01/2020;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;36.00;140;5040.00;236.88;0.47;Outlet
Kohl's;1128299;05/01/2020;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;34.00;90;3060.00;125.46;0.41;Outlet
Kohl's;1128299;06/01/2020;West;Nevada;Las Vegas;Men's Apparel;37.00;80;2960.00;168.72;0.57;Outlet
Kohl's;1128299;07/01/2020;West;Nevada;Las Vegas;Women's Apparel;36.00;166;5976.00;143.42;0.24;Outlet
Kohl's;1128299;08/01/2020;West;Nevada;Las Vegas;Men's Street Footwear;27.00;173;4671.00;200.85;0.43;Outlet
Kohl's;1128299;09/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;35.00;145;5075.00;157.33;0.31;Outlet
Kohl's;1128299;10/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;31.00;140;4340.00;186.62;0.43;Outlet
Kohl's;1128299;11/01/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;30.00;85;2550.00;104.55;0.41;Outlet
Kohl's;1128299;12/01/2020;West;Nevada;Las Vegas;Men's Apparel;37.00;70;2590.00;157.99;0.61;Outlet
Kohl's;1128299;13/01/2020;West;Nevada;Las Vegas;Women's Apparel;31.00;140;4340.00;99.82;0.23;Outlet
Kohl's;1128299;14/01/2020;West;Nevada;Las Vegas;Men's Street Footwear;31.00;182;5642.00;253.89;0.45;Outlet
Kohl's;1128299;15/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;42.00;124;5208.00;166.66;0.32;Outlet
Kohl's;1128299;16/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;43.00;128;5504.00;258.69;0.47;Outlet
Kohl's;1128299;17/01/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;41.00;93;3813.00;156.33;0.41;Outlet
Kohl's;1128299;18/01/2020;West;Nevada;Las Vegas;Men's Apparel;44.00;60;2640.00;163.68;0.62;Outlet
Kohl's;1128299;19/01/2020;West;Nevada;Las Vegas;Women's Apparel;39.00;124;4836.00;125.74;0.26;Outlet
Kohl's;1128299;20/01/2020;West;Nevada;Las Vegas;Men's Street Footwear;41.00;171;7011.00;294.46;0.42;Outlet
Kohl's;1128299;21/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;46.00;116;5336.00;154.74;0.29;Outlet
Kohl's;1128299;22/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;47.00;120;5640.00;253.80;0.45;Outlet
Kohl's;1128299;23/01/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;40.00;90;3600.00;147.60;0.41;Outlet
Kohl's;1128299;24/01/2020;West;Nevada;Las Vegas;Men's Apparel;47.00;62;2914.00;177.75;0.61;Outlet
Kohl's;1128299;25/01/2020;West;Nevada;Las Vegas;Women's Apparel;54.00;123;6642.00;179.33;0.27;Outlet
Kohl's;1128299;26/01/2020;West;Nevada;Las Vegas;Men's Street Footwear;43.00;171;7353.00;352.94;0.48;Outlet
Kohl's;1128299;27/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;43.00;120;5160.00;180.60;0.35;Outlet
Kohl's;1128299;28/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;49.00;132;6468.00;304.00;0.47;Outlet
Kohl's;1128299;29/01/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;47.00;105;4935.00;227.01;0.46;Outlet
Kohl's;1128299;30/01/2020;West;Nevada;Las Vegas;Men's Apparel;43.00;66;2838.00;187.31;0.66;Outlet
Kohl's;1128299;31/01/2020;West;Nevada;Las Vegas;Women's Apparel;54.00;140;7560.00;241.92;0.32;Outlet
Kohl's;1128299;01/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;47.00;245;11515.00;575.75;0.5;Outlet
Kohl's;1128299;02/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;51.00;182;9282.00;334.15;0.36;Outlet
Kohl's;1128299;03/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;46.00;176;8096.00;388.61;0.48;Outlet
Kohl's;1128299;04/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;47.00;145;6815.00;306.68;0.45;Outlet
Kohl's;1128299;05/02/2020;West;Nevada;Las Vegas;Men's Apparel;47.00;105;4935.00;320.78;0.65;Outlet
Kohl's;1128299;06/02/2020;West;Nevada;Las Vegas;Women's Apparel;57.00;192;10944.00;306.43;0.28;Outlet
Kohl's;1128299;07/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;48.00;233;11184.00;492.10;0.44;Outlet
Kohl's;1128299;08/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;46.00;204;9384.00;253.37;0.27;Outlet
Kohl's;1128299;09/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;47.00;171;8037.00;361.67;0.45;Outlet
Kohl's;1128299;10/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;46.00;140;6440.00;270.48;0.42;Outlet
Kohl's;1128299;11/02/2020;West;Nevada;Las Vegas;Men's Apparel;47.00;150;7050.00;415.95;0.59;Outlet
Kohl's;1128299;12/02/2020;West;Nevada;Las Vegas;Women's Apparel;61.00;170;10370.00;279.99;0.27;Outlet
Kohl's;1128299;13/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;44.00;238;10472.00;481.71;0.46;Outlet
Kohl's;1128299;14/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;56.00;208;11648.00;337.79;0.29;Outlet
Kohl's;1128299;15/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;44.00;179;7876.00;330.79;0.42;Outlet
Kohl's;1128299;16/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;42.00;152;6384.00;268.13;0.42;Outlet
Kohl's;1128299;17/02/2020;West;Nevada;Las Vegas;Men's Apparel;50.00;152;7600.00;448.40;0.59;Outlet
Kohl's;1128299;18/02/2020;West;Nevada;Las Vegas;Women's Apparel;55.00;128;7040.00;183.04;0.26;Outlet
Kohl's;1128299;19/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;41.00;186;7626.00;289.79;0.38;Outlet
Kohl's;1128299;20/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;51.00;180;9180.00;247.86;0.27;Outlet
Kohl's;1128299;21/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;46.00;144;6624.00;271.58;0.41;Outlet
Kohl's;1128299;22/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;43.00;124;5332.00;186.62;0.35;Outlet
Kohl's;1128299;23/02/2020;West;Nevada;Las Vegas;Men's Apparel;53.00;128;6784.00;359.55;0.53;Outlet
Kohl's;1128299;24/02/2020;West;Nevada;Las Vegas;Women's Apparel;54.00;140;7560.00;158.76;0.21;Outlet
Kohl's;1128299;25/02/2020;West;Nevada;Las Vegas;Men's Street Footwear;47.00;171;8037.00;321.48;0.4;Outlet
Kohl's;1128299;26/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;50.00;193;9650.00;241.25;0.25;Outlet
Kohl's;1128299;27/02/2020;West;Nevada;Las Vegas;Women's Street Footwear;47.00;113;5311.00;223.06;0.42;Outlet
Kohl's;1128299;28/02/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;43.00;119;5117.00;168.86;0.33;Outlet
Kohl's;1128299;01/03/2020;West;Nevada;Las Vegas;Men's Apparel;48.00;107;5136.00;277.34;0.54;Outlet
Kohl's;1128299;02/03/2020;West;Nevada;Las Vegas;Women's Apparel;53.00;120;6360.00;139.92;0.22;Outlet
Kohl's;1128299;03/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;47.00;196;9212.00;386.90;0.42;Outlet
Kohl's;1128299;04/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;52.00;201;10452.00;261.30;0.25;Outlet
Kohl's;1128299;05/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;44.00;140;6160.00;258.72;0.42;Outlet
Kohl's;1128299;06/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;43.00;132;5676.00;198.66;0.35;Outlet
Kohl's;1128299;07/03/2020;West;Nevada;Las Vegas;Men's Apparel;46.00;119;5474.00;295.60;0.54;Outlet
Kohl's;1128299;08/03/2020;West;Nevada;Las Vegas;Women's Apparel;51.00;162;8262.00;173.50;0.21;Outlet
Kohl's;1128299;09/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;47.00;216;10152.00;375.62;0.37;Outlet
Kohl's;1128299;10/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;50.00;209;10450.00;261.25;0.25;Outlet
Kohl's;1128299;11/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;47.00;166;7802.00;327.68;0.42;Outlet
Kohl's;1128299;12/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;40.00;166;6640.00;239.04;0.36;Outlet
Kohl's;1128299;13/03/2020;West;Nevada;Las Vegas;Men's Apparel;49.00;136;6664.00;359.86;0.54;Outlet
Kohl's;1128299;14/03/2020;West;Nevada;Las Vegas;Women's Apparel;56.00;170;9520.00;171.36;0.18;Outlet
Kohl's;1128299;15/03/2020;West;Nevada;Las Vegas;Men's Street Footwear;20.00;149;2980.00;119.20;0.4;Outlet
Kohl's;1128299;16/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;31.00;145;4495.00;112.38;0.25;Outlet
Kohl's;1128299;17/03/2020;West;Nevada;Las Vegas;Women's Street Footwear;26.00;128;3328.00;139.78;0.42;Outlet
Kohl's;1128299;18/03/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;26.00;96;2496.00;84.86;0.34;Outlet
Kohl's;1197831;14/03/2021;South;Tennessee;Knoxville;Men's Apparel;30.00;123;3690.00;125.46;0.34;Outlet
Kohl's;1197831;15/03/2021;South;Tennessee;Knoxville;Women's Apparel;24.00;170;4080.00;216.24;0.53;Outlet
Kohl's;1197831;16/03/2021;South;Tennessee;Knoxville;Men's Street Footwear;18.00;202;3636.00;134.53;0.37;Outlet
Kohl's;1197831;17/03/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;23.00;219;5037.00;196.44;0.39;Outlet
Kohl's;1197831;18/03/2021;South;Tennessee;Knoxville;Women's Street Footwear;23.00;140;3220.00;125.58;0.39;Outlet
Kohl's;1197831;19/03/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;28.00;128;3584.00;175.62;0.49;Outlet
Kohl's;1197831;20/03/2021;South;Tennessee;Knoxville;Men's Apparel;29.00;94;2726.00;87.23;0.32;Outlet
Kohl's;1197831;21/03/2021;South;Tennessee;Knoxville;Women's Apparel;28.00;143;4004.00;224.22;0.56;Outlet
Kohl's;1197831;22/03/2021;South;Tennessee;Knoxville;Men's Street Footwear;20.00;221;4420.00;190.06;0.43;Outlet
Kohl's;1197831;23/03/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;31.00;195;6045.00;284.12;0.47;Outlet
Kohl's;1197831;24/03/2021;South;Tennessee;Knoxville;Women's Street Footwear;22.00;166;3652.00;157.04;0.43;Outlet
Kohl's;1197831;25/03/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;25.00;124;3100.00;173.60;0.56;Outlet
Kohl's;1197831;26/03/2021;South;Tennessee;Knoxville;Men's Apparel;27.00;88;2376.00;97.42;0.41;Outlet
Kohl's;1197831;27/03/2021;South;Tennessee;Knoxville;Women's Apparel;25.00;145;3625.00;221.13;0.61;Outlet
Kohl's;1197831;28/03/2021;South;Tennessee;Knoxville;Men's Street Footwear;13.00;203;2639.00;118.76;0.45;Outlet
Kohl's;1197831;29/03/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;17.00;203;3451.00;144.94;0.42;Outlet
Kohl's;1197831;30/03/2021;South;Tennessee;Knoxville;Women's Street Footwear;15.00;170;2550.00;112.20;0.44;Outlet
Kohl's;1197831;31/03/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;20.00;128;2560.00;143.36;0.56;Outlet
Kohl's;1197831;01/04/2021;South;Tennessee;Knoxville;Men's Apparel;20.00;105;2100.00;79.80;0.38;Outlet
Kohl's;1197831;02/04/2021;South;Tennessee;Knoxville;Women's Apparel;18.00;196;3528.00;215.21;0.61;Outlet
Kohl's;1197831;03/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;12.00;247;2964.00;133.38;0.45;Outlet
Kohl's;1197831;04/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;20.00;240;4800.00;211.20;0.44;Outlet
Kohl's;1197831;05/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;14.00;204;2856.00;131.38;0.46;Outlet
Kohl's;1197831;06/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;20.00;179;3580.00;193.32;0.54;Outlet
Kohl's;1197831;07/04/2021;South;Tennessee;Knoxville;Men's Apparel;33.00;132;4356.00;178.60;0.41;Outlet
Kohl's;1197831;08/04/2021;South;Tennessee;Knoxville;Women's Apparel;31.00;271;8401.00;495.66;0.59;Outlet
Kohl's;1197831;09/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;28.00;256;7168.00;336.90;0.47;Outlet
Kohl's;1197831;10/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;32.00;240;7680.00;360.96;0.47;Outlet
Kohl's;1197831;11/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;26.00;202;5252.00;231.09;0.44;Outlet
Kohl's;1197831;12/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;29.00;198;5742.00;321.55;0.56;Outlet
Kohl's;1197831;13/04/2021;South;Tennessee;Knoxville;Men's Apparel;30.00;150;4500.00;175.50;0.39;Outlet
Kohl's;1197831;14/04/2021;South;Tennessee;Knoxville;Women's Apparel;37.00;306;11322.00;668.00;0.59;Outlet
Kohl's;1197831;15/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;29.00;272;7888.00;394.40;0.5;Outlet
